a,V1,V2,c1,c2,s1,s2
16.8828125,-40.5421049633719,-40.2900074807788,1.52503996222183,1.5374124927081,-0.55621183722183,-0.168584367708095
16.96484375,-40.5069134813979,-40.2553787919843,1.52676039874891,1.53911702084136,-0.557111961248909,-0.169468583341361
17.046875,-40.4718010735596,-40.2208265814005,1.52847858574613,1.54081942788402,-0.558009835746127,-0.170350677884018
17.12890625,-40.4367673714773,-40.1863505018879,1.53019454160457,1.54251973064458,-0.558905479104568,-0.171230668144583
17.2109375,-40.4018120098224,-40.1519502090934,1.53190828448597,1.54421794572807,-0.559798909485973,-0.172108570728068
17.29296875,-40.3669346262792,-40.1176253614159,1.53361983232558,1.5459140895393,-0.560690144825576,-0.172984402039299
17.375,-40.3321348615068,-40.0833756199733,1.53532920283773,1.54760817828748,-0.561579202837734,-0.173858178287485
17.45703125,-40.2974123591016,-40.0492006485691,1.5370364135175,1.54930022798743,-0.562466101017496,-0.174729915487429
17.5390625,-40.2627667655613,-40.0151001136604,1.53874148164599,1.55099025446408,-0.563350856645992,-0.175599629464078
17.62109375,-40.2281977302482,-39.9810736843254,1.54044442429223,1.55267827335581,-0.564233486792227,-0.176467335855807
17.703125,-40.1937049053544,-39.947121032233,1.54214525831925,1.5543643001164,-0.565114008319246,-0.177333050116396
17.78515625,-40.1592879458666,-39.913241831611,1.54384400038418,1.5560483500175,-0.565992437884177,-0.178196787517502
17.8671875,-40.1249465095319,-39.8794357592163,1.54554066694504,1.55773043815452,-0.566868791945036,-0.179058563154523
17.94921875,-40.0906802568247,-39.845702494305,1.54723527426203,1.55941057944591,-0.567743086762025,-0.179918391945912
18.03125,-40.0564888509127,-39.8120417186029,1.54892783839961,1.56108878863756,-0.568615338399612,-0.180776288637562
18.11328125,-40.0223719576251,-39.7784531162767,1.55061837523389,1.562765080306,-0.569485562733888,-0.181632267805997
18.1953125,-39.9883292454205,-39.7449363739053,1.55230690045084,1.56443946886053,-0.570353775450845,-0.18248634386053
18.27734375,-39.9543603853551,-39.7114911804522,1.55399342955263,1.56611196854482,-0.571219992052633,-0.183338531044817
18.359375,-39.9204650510517,-39.6781172272378,1.55567797785852,1.56778259344151,-0.572084227858519,-0.184188843441511
18.44140625,-39.8866429186699,-39.6448142079122,1.55736056051006,1.56945135747315,-0.572946498010056,-0.185037294973153
18.5234375,-39.8528936668753,-39.6115818184284,1.55904119247185,1.57111827440551,-0.573806817471848,-0.185883899405505
18.60546875,-39.8192169768106,-39.5784197570165,1.56071988853429,1.57278335784884,-0.574665201034295,-0.186728670348837
18.6875,-39.7856125320661,-39.5453277241573,1.56239666331942,1.57444662126223,-0.575521663319421,-0.187571621262225
